的	1187
。	782
我	651
？	568
么	465
到	420
做	406
给	384
怎	349
怎么	307
一	270
电	239
查	192
想	180
，	180
看	177
帮	175
下	175
说	173
有	166
新	155
打	152
你	151
听	149
天	148
车	147
来	145
在	137
首	134
去	128
是	123
什	120
什么	119
票	117
发	117
上	112
影	110
啊	109
一下	109
开	106
诗	105
视	102
台	96
火	94
闻	92
了	91
大	91
放	90
中	90
要	89
从	89
搜	87
播	86
州	82
新闻	82
话	81
信	81
好	80
飞	78
电影	78
股	77
打开	75
个	71
英	70
南	69
语	67
法	67
今	66
最	66
航	65
小	65
京	65
走	65
请	64
海	64
烧	63
一首	63
短	62
肉	62
鱼	61
哪	61
吗	60
今天	60
北	59
做法	59
用	58
明	58
索	57
班	57
讯	57
搜索	55
航班	55
广	54
网	54
股票	54
讲	53
国	52
号	52
节	52
询	51
炒	51
我要	51
道	50
！	50
打电话	50
查询	50
发短信	50
机	48
吧	48
目	48
火车	48
歌	47
不	47
哦	46
频	46
这	46
鸡	46
红	46
高	45
卫	44
背	44
把	44
找	44
上海	44
明天	43
乐	42
白	42
英语	42
治	41
三	40
李	40
月	40
呢	40
北京	40
点	39
安	38
吃	37
1	37
2	37
西	36
火车票	36
张	35
谜	35
0	35
播放	35
人	34
时	33
煮	33
江	32
赛	32
子	32
动	32
那	32
文	32
合	32
蛋	32
门	31
豆	31
现	31
码	31
央	31
东	31
晚	30
爱	30
路	29
年	29
我查	29
现在	29
广州	29
卫视	29
近	28
阳	28
件	28
唐	28
科	28
二	28
里	28
词	28
肥	27
王	27
骨	27
句	27
汽	27
节目	27
情	26
C	26
8	26
剧	26
演	26
山	26
清	25
排	25
回	25
湖	25
武	25
5	25
汤	25
最近	25
方	24
少	24
英文	24
行	23
饭	23
邮	23
菜	23
音	23
频道	23
汽车	23
李白	23
头	22
样	22
站	22
出	22
条	22
能	22
一句	22
办	21
比	21
何	21
热	21
青	21
市	21
汉	21
合肥	21
唐诗	21
家	20
之	20
猜	20
9	20
超	20
怎么办	20
小说	20
谜语	20
电视剧	20
哪里	20
星	19
面	19
c	19
3	19
高清	19
科大	19
中央	19
长	18
奖	18
写	18
会	18
春	18
周	18
读	18
好吃	18
最新	18
得	17
美	17
如	17
可	17
以	17
息	17
深	17
圳	17
片	17
花	17
昌	17
事	17
疗	17
多	17
日	17
单	17
都	17
一个	17
排骨	17
深圳	17
首歌	17
电话	17
发给	17
治疗	17
来首	17
成	16
T	16
V	16
老	16
百	16
十	16
间	16
酸	16
徽	16
就	16
唱	16
苏	16
水	16
调	16
a	16
q	16
如何	16
南京	16
安徽	16
华	15
虾	15
包	15
米	15
公	15
园	15
黄	15
手	15
香	15
四	15
叫	15
热门	15
中国	15
多少	15
电视台	15
晚上	15
土	14
价	14
炎	14
陈	14
易	14
宁	14
呀	14
买	14
建	14
猪	14
六	14
信息	14
武汉	14
节目单	14
翻	13
译	13
院	13
牛	13
神	13
艺	13
玩	13
金	13
林	13
几	13
学	13
知	13
军	13
丝	13
龙	13
期	13
坐	13
7	13
七	13
通	13
女	13
怎样	13
号码	13
邮件	13
湖南卫视	13
时间	13
沙	12
地	12
部	12
铁	12
重	12
儿	12
度	12
风	12
集	12
球	12
没	12
妈	12
庆	12
心	12
连	12
糖	12
念	12
云	12
夜	12
套	12
彩	12
爸	12
思	12
诗词	12
红烧	12
音乐	12
比赛	12
中超	12
蒸	11
导	11
济	11
果	11
关	11
综	11
幻	11
第	11
教	11
民	11
郑	11
徐	11
才	11
后	11
特	11
福	11
五	11
线	11
些	11
石	11
过	11
翻译	11
红烧肉	11
飞机	11
机票	11
听听	11
告	10
银	10
复	10
6	10
记	10
宝	10
城	10
再	10
份	10
粉	10
生	10
居	10
只	10
游	10
杭	10
钱	10
口	10
德	10
醋	10
很	10
转	10
喜	10
锅	10
嗯	10
哥	10
温	10
等	10
送	10
替	10
电影院	10
可以	10
查看	10
南昌	10
杭州	10
查找	10
背首	10
广播电台	10
知道	10
成都	10
至	9
甲	9
本	9
结	9
烤	9
岛	9
画	9
前	9
制	9
正	9
毛	9
古	9
油	9
茄	9
传	9
朗	9
选	9
字	9
性	9
注	9
.	9
港	9
图	9
进	9
化	9
漫	9
换	9
4	9
鸭	9
雪	9
狗	9
开奖	9
看看	9
好看	9
重庆	9
调频	9
短信	9
贵	8
肠	8
病	8
侠	8
透	8
昨	8
恒	8
干	8
浏	8
览	8
器	8
魔	8
答	8
列	8
该	8
婆	8
腐	8
作	8
灯	8
早	8
辣	8
程	8
候	8
诵	8
梦	8
真	8
猫	8
意	8
无	8
代	8
尔	8
问	8
封	8
涨	8
相	8
昆	8
场	8
八	8
联	8
跌	8
呼	8
厦	8
您	8
带	8
波	8
#	8
-	8
导航	8
济南	8
大乐透	8
网站	8
百度	8
怎么样	8
股份	8
人民	8
白居易	8
有没有	8
酸菜鱼	8
郑州	8
时候	8
哪些	8
qq	8
江苏	8
厦门	8
温州	8
农	7
钢	7
映	7
虎	7
还	7
他	7
页	7
起	7
世	7
姐	7
光	7
九	7
色	7
泽	7
梅	7
理	7
河	7
糕	7
寻	7
柿	7
熊	7
秀	7
刘	7
静	7
常	7
物	7
声	7
翅	7
死	7
业	7
名	7
和	7
料	7
呃	7
炖	7
原	7
订	7
炸	7
长沙	7
美国	7
浏览器	7
吃饭	7
灯谜	7
查寻	7
军事	7
西红柿	7
后天	7
列车	7
请问	7
路线	7
哪个	7
呼叫	7
CCTV	7
宋	6
兰	6
置	6
全	6
饼	6
工	6
秋	6
卡	6
酷	6
杨	6
经	6
麻	6
书	6
桂	6
也	6
加	6
甄	6
嬛	6
晓	6
满	6
喂	6
玉	6
更	6
始	6
为	6
叶	6
伦	6
瓜	6
需	6
曲	6
见	6
格	6
皮	6
威	6
收	6
聊	6
刚	6
分	6
往	6
曹	6
流	6
雨	6
表	6
录	6
浩	6
谁	6
酱	6
移	6
《	6
》	6
洛	6
西安	6
上映	6
土豆	6
股价	6
毛泽东	6
炒蛋	6
一条	6
新邮件	6
你好	6
开始	6
糖醋排骨	6
需要	6
电话号码	6
字谜	6
中奖号码	6
昆明	6
爱情	6
炒鸡蛋	6
查查	6
鸡蛋	6
洛阳	6
宁波	6
吴	5
诉	5
位	5
解	5
潍	5
坊	5
浦	5
蟹	5
狐	5
对	5
绝	5
太	5
便	5
推	5
马	5
杰	5
浪	5
途	5
番	5
爆	5
笑	5
软	5
岳	5
珠	5
当	5
午	5
所	5
永	5
楼	5
兴	5
非	5
诚	5
勿	5
扰	5
兵	5
言	5
孩	5
潘	5
营	5
店	5
刻	5
启	5
材	5
司	5
警	5
步	5
m	5
商	5
丁	5
空	5
谢	5
煲	5
雷	5
达	5
吉	5
镇	5
露	5
乳	5
萝	5
者	5
羊	5
官	5
利	5
师	5
贵阳	5
告诉	5
潍坊	5
回复	5
答复	5
央视	5
视频	5
公园	5
飞机票	5
番茄	5
软件	5
朗诵	5
苏州	5
青岛	5
一起	5
鱼香肉丝	5
非诚	5
勿扰	5
坐车	5
赛程	5
2013	5
15	5
石化	5
查下	5
电影频道	5
东方	5
车票	5
古诗	5
老婆	5
网页	5
时刻表	5
动漫	5
转播	5
静夜	5
综合	5
发送	5
相机	5
回看	5
指	4
村	4
阿	4
呦	4
尾	4
街	4
活	4
们	4
战	4
内	4
块	4
腺	4
眼	4
随	4
川	4
赵	4
激	4
瑞	4
凤	4
凰	4
奥	4
巴	4
失	4
界	4
淮	4
菊	4
欲	4
足	4
苹	4
臭	4
拉	4
源	4
丽	4
腾	4
拍	4
笨	4
案	4
咖	4
杜	4
照	4
k	4
夫	4
锡	4
校	4
县	4
同	4
培	4
证	4
o	4
若	4
宫	4
亮	4
薯	4
预	4
晨	4
旅	4
平	4
保	4
快	4
睡	4
觉	4
许	4
切	4
凉	4
赣	4
又	4
淘	4
药	4
胡	4
强	4
党	4
妹	4
团	4
探	4
感	4
产	4
入	4
佛	4
黑	4
耳	4
倒	4
拨	4
:	4
摩	4
庄	4
报	4
哇	4
育	4
婷	4
环	4
赶	4
仁	4
半	4
啥	4
莞	4
A	4
立	4
总	4
呗	4
组	4
啦	4
瀌	4
广播	4
位置	4
全部	4
恒大	4
少儿	4
我们	4
这个	4
随便	4
制作方法	4
桂林	4
新浪网	4
正在	4
大片	4
播出	4
春晓	4
满江红	4
能源	4
在播	4
猜个	4
宋词	4
注意	4
蛋糕	4
转发	4
几点	4
一套	4
干锅	4
赛事	4
预告	4
收听	4
还是	4
爸爸	4
飞往	4
周六	4
赣州	4
中央电视台	4
通讯录	4
材料	4
10	4
进入	4
公司	4
高铁	4
一张	4
不是	4
讲个	4
手机	4
这里	4
发邮件	4
来个	4
肉丝	4
朗读	4
东莞	4
诗来	4
胖	3
省	3
应	3
博	3
况	3
宇	3
板	3
聚	3
于	3
钓	3
贝	3
床	3
椒	3
破	3
荐	3
双	3
亢	3
咏	3
湿	3
沿	3
盘	3
类	3
u	3
脚	3
夏	3
获	3
君	3
瓷	3
纳	3
围	3
郭	3
剩	3
甫	3
落	3
s	3
哈	3
血	3
奇	3
峰	3
服	3
肾	3
馒	3
阜	3
娱	3
冰	3
凌	3
技	3
疆	3
戏	3
酒	3
速	3
交	3
咳	3
嗽	3
泰	3
丸	3
两	3
津	3
主	3
e	3
智	3
种	3
鲤	3
嘉	3
慧	3
登	3
队	3
险	3
并	3
变	3
零	3
胃	3
义	3
富	3
h	3
恐	3
怖	3
尿	3
洲	3
际	3
童	3
草	3
亚	3
骑	3
配	3
烦	3
布	3
然	3
冒	3
痛	3
堰	3
灌	3
堡	3
仙	3
谋	3
孟	3
丹	3
惑	3
饶	3
共	3
异	3
艾	3
气	3
田	3
宾	3
医	3
景	3
较	3
斯	3
男	3
向	3
冲	3
腊	3
莫	3
蹄	3
饿	3
鹏	3
忘	3
良	3
消	3
磊	3
勋	3
卜	3
敏	3
曼	3
望	3
霸	3
薛	3
胜	3
而	3
恩	3
K	3
派	3
钟	3
i	3
宜	3
凯	3
拌	3
w	3
帝	3
浙	3
康	3
伤	3
烽	3
佳	3
别	3
搜狐	3
情况	3
昨天	3
比赛结果	3
钓鱼岛	3
综艺	3
推荐	3
双色球	3
魔幻	3
甲亢	3
沿途	3
河南	3
早上	3
世界	3
妈妈	3
酸辣	3
土豆丝	3
那个	3
岳飞	3
苹果	3
uc	3
湖北	3
腾讯	3
熊出没	3
青花瓷	3
当前	3
糖醋	3
杜甫	3
福建	3
熊猫	3
馒头	3
无锡	3
高兴	3
股票价格	3
校园	3
连云港	3
不会	3
游戏	3
一首歌	3
下午	3
这封	3
神话	3
高速	3
咳嗽	3
七乐彩	3
绝句	3
特种兵	3
鲤鱼	3
广西	3
动画片	3
哪儿	3
四川	3
快乐	3
昨天晚上	3
睡觉	3
恐怖电影	3
关注	3
切换	3
天天	3
网易	3
言情小说	3
麻烦	3
大连	3
红烧鱼	3
想要	3
猪肉	3
移动	3
手机号码	3
合肥市	3
张艺谋	3
导演	3
拨打	3
电视	3
爱情小说	3
牛肉	3
12	3
鸡汤	3
比较	3
新闻网	3
开封	3
播报	3
河北	3
回家	3
徐州	3
回锅肉	3
猪蹄	3
七星	3
八月	3
13	3
市场	3
背诵	3
豆腐	3
六台	3
浦口	3
一台	3
羊肉	3
面包	3
东营	3
浙江	3
今晚	3
烽火	3
佳人	3
西米露	3
声音	3
灰	2
陵	2
脱	2
鹿	2
鸣	2
煎	2
淋	2
闸	2
角	2
孙	2
否	2
其	2
玄	2
刀	2
财	2
崎	2
忙	2
访	2
枝	2
孽	2
羹	2
饺	2
盛	2
伟	2
怀	2
喱	2
肩	2
直	2
脊	2
阴	2
额	2
y	2
爷	2
螺	2
甜	2
汕	2
数	2
陕	2
幅	2
容	2
“	2
”	2
外	2
末	2
骏	2
岁	2
恨	2
束	2
p	2
r	2
蕉	2
萌	2
柳	2
树	2
陆	2
形	2
靖	2
剑	2
论	2
亲	2
雄	2
贤	2
观	2
桥	2
馆	2
计	2
穷	2
茶	2
鸽	2
侦	2
欧	2
占	2
系	2
级	2
克	2
默	2
夷	2
冠	2
尚	2
添	2
姓	2
蓝	2
董	2
踢	2
悠	2
扬	2
底	2
跳	2
健	2
颖	2
认	2
湛	2
卢	2
设	2
葱	2
胆	2
豪	2
典	2
坛	2
希	2
定	2
实	2
介	2
熙	2
惊	2
久	2
左	2
力	2
曾	2
宏	2
俱	2
沁	2
藕	2
跟	2
莱	2
盗	2
让	2
她	2
坞	2
粥	2
趟	2
品	2
勇	2
士	2
湘	2
篇	2
腿	2
象	2
棋	2
淄	2
简	2
紫	2
姜	2
焖	2
葛	2
珍	2
幺	2
室	2
食	2
莹	2
敦	2
卤	2
评	2
辉	2
孝	2
肏	2
蒽	2
桑	2
芜	2
锋	2
焗	2
朵	2
余	2
狼	2
万	2
接	2
媛	2
爪	2
则	2
务	2
晶	2
斌	2
涛	2
丰	2
政	2
颈	2
椎	2
癌	2
菇	2
资	2
值	2
篮	2
x	2
悯	2
临	2
乡	2
萍	2
罗	2
展	2
精	2
斑	2
断	2
独	2
着	2
螃	2
B	2
肺	2
贾	2
镜	2
忍	2
鹰	2
烟	2
搞	2
奕	2
迅	2
菠	2
尼	2
隆	2
粘	2
惹	2
祸	2
蝎	2
购	2
醉	2
造	2
因	2
l	2
寿	2
滁	2
潭	2
芋	2
卖	2
灵	2
噗	2
离	2
骚	2
员	2
呵	2
哨	2
绍	2
咯	2
吹	2
偏	2
即	2
匪	2
懂	2
与	2
朝	2
紧	2
志	2
倩	2
芒	2
钛	2
茵	2
t	2
操	2
灰指甲	2
兰陵王	2
煎饼	2
淋病	2
钢铁	2
大闸蟹	2
豆角	2
卡酷	2
地方	2
CCTV6	2
关于	2
三星	2
首页	2
宝贝	2
玄幻	2
出去玩	2
金华	2
烧鸡	2
武林	2
财经	2
几首歌	2
帮忙	2
几个	2
科幻电影	2
米粉	2
青鱼	2
飞语	2
语音	2
淮安	2
足球	2
翻译成	2
珠海	2
答案	2
纳兰性	2
直播	2
特工	2
首诗	2
西游记	2
周杰伦	2
水煮鱼	2
出来	2
江山	2
阜阳	2
火凤凰	2
冰激凌	2
常州	2
臭豆腐	2
经济	2
茄子	2
动物	2
文艺	2
想到	2
要点	2
价格	2
笑话	2
昨日	2
汕头	2
上证指数	2
陕西	2
涨幅	2
青年	2
画皮	2
得奖	2
丸子	2
结束	2
香蕉	2
薯条	2
红薯	2
旅游	2
30	2
机场	2
孩子	2
大本营	2
chc	2
猜猜	2
糖尿病	2
清蒸	2
许昌	2
铁甲	2
我念首	2
所在	2
中国银行	2
不要	2
新建	2
联系人	2
超级	2
联赛	2
三毛	2
何以	2
添加	2
姓名	2
北京国安	2
开启	2
可不可以	2
扬州	2
飞机场	2
神探	2
高伦布	2
江西	2
一站	2
到底	2
昆山	2
黄山	2
动听	2
二台	2
地产	2
湛江	2
四月	2
香港	2
喜剧电影	2
菜单	2
启动	2
淮南	2
佛山	2
女子	2
李清照	2
三台	2
说个	2
人人	2
饶雪漫	2
青春	2
中国移动	2
俱乐部	2
今日	2
京东	2
商城	2
沁园春	2
网上	2
福尔摩斯	2
几趟	2
天王	2
汉堡	2
月华	2
影视	2
长篇小说	2
在线	2
一期	2
淄博	2
九月	2
我念	2
一部	2
腊鱼	2
姜堰	2
周二	2
念首	2
吉林	2
二套	2
伦敦	2
好评	2
山东	2
发条	2
芜湖	2
耳朵	2
南宁	2
信阳	2
我订	2
早晨	2
鸡爪	2
大头	2
镇江	2
十一	2
烧肉	2
青椒	2
婷婷	2
所以	2
颈椎病	2
流行	2
市值	2
环球	2
比分	2
我想	2
动作	2
我爱你	2
汉中	2
酸菜	2
制作	2
斑马	2
电视节目	2
早饭	2
最美	2
时光	2
螃蟹	2
奥特曼	2
湖南台	2
带我去	2
忍者	2
读首	2
仁心	2
解码	2
卡通	2
建阳	2
回来	2
农业	2
唐诗三百	2
烟台	2
月亮	2
